,0,1,2,3,4,5,6,7,8,9,10,11
0,, , , , ,CONTAINER RAIL MOVES HISTORY, ,PIER CONTAINER HISTORY, , ,TEU HISTORY, 
1,0.0,0,0,PERIOD,INTERMODAL,CHS RAIL MOVES RATIO,LOADED,EMPTY,TOTAL,LOADED,EMPTY,TOTAL
2,1.0,1,1,,DRAYS,,EXPORT IMPORT,EXPORT IMPORT,,EXPORT IMPORT,EXPORT IMPORT,
52,51.0,51,51,"July, 2021","25,607","25,607 18.67%","3 5,511 6 6,686","3 1,678 3 ,283","1 37,158","6 5,655 1 19,445","5 4,188 5 ,534","2 44,821"
53,52.0,52,52,"August, 2021","26,381","26,381 20.18%","3 5,107 6 3,698","2 9,845 2 ,079","1 30,729","6 5,207 1 14,671","5 1,084 3 ,727","2 34,688"
54,53.0,53,53,"September, 2021","25,967","25,967 22.88%","3 3,068 5 4,718","2 4,183 1 ,517","1 13,486","6 1,705 9 8,208","4 2,152 2 ,943","2 05,008"
55,54.0,54,54,"October, 2021","27,344","27,344 20.97%","3 6,270 6 0,370","3 0,772 3 ,005","1 30,417","6 7,595 1 07,773","5 3,612 5 ,943","2 34,923"
56,55.0,55,55,"November, 2021","28,821","28,821 20.80%","3 6,145 7 0,530","2 8,006 3 ,892","1 38,573","6 7,639 1 27,081","4 8,819 7 ,172","2 50,711"
57,56.0,56,56,"December, 2021","29,007","29,007 21.10%","3 0,540 6 5,900","3 7,253 3 ,813","1 37,506","5 7,136 1 18,710","6 4,055 6 ,298","2 46,198"
58,57.0,57,57,"January, 2022","22,947","22,947 18.29%","2 8,925 6 4,938","3 0,078 1 ,511","1 25,452","5 4,256 1 17,181","5 2,103 2 ,976","2 26,515"
59,58.0,58,58,"February, 2022","23,160","23,160 18.17%","2 9,059 6 6,274","3 1,160 9 99","1 27,492","5 4,755 1 19,582","5 4,141 1 ,942","2 30,420"
60,59.0,59,59,"March, 2022","27,201","27,201 18.71%","3 6,451 7 3,257","3 4,684 1 ,023","1 45,415","6 9,017 1 32,203","6 1,093 2 ,021","2 64,334"
61,60.0,60,60,"April, 2022","23,873","23,873 16.38%","2 9,393 7 7,946","3 7,725 7 15","1 45,779","5 5,571 1 40,730","6 6,405 1 ,392","2 64,099"
62,61.0,61,61,"May, 2022","25,391","25,391 17.90%","2 8,347 7 0,380","4 2,137 9 59","1 41,823","5 3,312 1 26,320","7 3,638 1 ,835","2 55,104"
63,62.0,62,62,"June, 2022","23,590","23,590 21.62%","2 3,672 5 0,610","3 4,012 8 30","1 09,124","4 4,694 9 0,090","5 9,788 1 ,653","1 96,225"
64,63.0,63,63,"July, 2022","19,798","19,798 16.52%","2 6,159 5 8,440","3 4,246 1 ,027","1 19,872","4 9,309 1 04,846","6 0,020 1 ,923","2 16,097"
65,64.0,64,64,"August, 2022","21,500","21,500 17.48%","2 7,763 6 2,517","3 1,687 1 ,044","1 23,011","5 1,884 1 13,864","5 5,630 2 ,034","2 23,411"
